Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,NORTH KESTEVEN DC,5000152599,"-205,699.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,NORTH LINCOLNSHIRE DC,5000152602,"-741,269.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,NORTH NORFOLK DC,5000152606,"-204,209.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,NORTH NORFOLK DC,5000152608,"-3,160.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,NORTH SOMERSET DC,5000152609,"-524,312.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,NORTH TYNESIDE MBC,5000152612,"-545,257.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,NORTHUMBERLAND,5000153152,"-663,109.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,NOTTINGHAM CITY COUNCIL,5000152637,"-1,196,702.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,NOTTINGHAM CITY COUNCIL,5000152639,"-33,521.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,NUNEATON & BEDWORTH BC,5000152649,"-11,438.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,NUNEATON & BEDWORTH BC,5000152650,"-316,484.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,OADBY & WIGSTON BC,5000152656,"-114,618.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,OLDHAM MBC,5000152657,"-549,462.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,PENDLE BC,5000152668,"-171,162.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,PETERBOROUGH CITY CNCL,5000152671,"-872,280.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,PLYMOUTH CITY CNCL,5000152674,"-793,766.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,PORTSMOUTH CITY COUNCIL,5000152679,"-708,384.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,READING BC,5000152692,"-920,694.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,READING BC,5000152693,"-40,893.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,REDCAR & CLEVELAND BOROUGH COUNCIL,5000152697,"-413,381.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,RIBBLE VALLEY BC,5000152706,"-112,837.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,RIBBLE VALLEY BC,5000152708,"-3,439.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,RICHMONDSHIRE DC,5000152713,"-107,827.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,ROCHDALE MBC,5000152717,"-584,839.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,ROCHFORD DISTRICT COUNCIL,5000152719,"-141,235.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,ROSSENDALE BC,5000152722,"-119,070.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,ROTHER DC,5000152725,"-150,339.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,ROTHERHAM MBC,5000152728,"-607,150.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,ROTHERHAM MBC,5000152729,"-46,270.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,ROYAL BORO OF KENSINGTON & CHELSEA,5000152422,"-55,931.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,ROYAL BORO OF KENSINGTON & CHELSEA,5000152424,"-16,409.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,ROYAL BORO OF KENSINGTON & CHELSEA,5000152425,"-2,181,109.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,ROYAL BORO OF KENSINGTON & CHELSEA,5000152427,"-58,478.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SALFORD CITY CNCL,5000152754,"-775,315.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SANDWELL MBC,5000152756,"-907,114.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SCARBOROUGH BC,5000152760,"-6,081.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SCARBOROUGH BC,5000152761,"-276,482.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SEDGEMOOR DC,5000152763,"-305,227.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SEFTON MBC,5000152765,"-665,464.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SHEFFIELD CITY CNCL,5000152774,"-1,880,262.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SHEPWAY DC,5000152778,"-232,191.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SHEPWAY DC,5000152780,"-14,678.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SHEPWAY DC,5000152781,"-40,403.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SHROPSHIRE COUNCIL,5000153156,"-691,806.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SLOUGH BOROUGH COUNCIL,5000152786,"-851,077.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SOLIHULL MBC,5000152787,"-1,039,764.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SOUTH BUCKS DC,5000152794,"-732,990.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SOUTH BUCKS DC,5000152795,"-8,791.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SOUTH BUCKS DC,5000152796,"775,651.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SOUTH BUCKS DC,5000152797,"395,341.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SOUTH BUCKS DC,5000152798,"-4,746.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SOUTH DERBYSHIRE D C,5000152803,"-203,560.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SOUTH GLOUCESTERSHIRE COUNCIL,5000152805,"-1,153,515.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SOUTH HOLLAND,5000152812,"464,867.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SOUTH HOLLAND,5000152814,"-6,555.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SOUTH NORFOLK DC,5000152824,"-237,793.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SOUTH STAFFORDSHIRE DC,5000152838,"-191,251.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SOUTH TYNESIDE COUNCIL,5000152841,"-277,840.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SOUTHAMPTON CITY CNCL,5000152849,"-963,403.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SOUTHEND ON SEA BC,5000152853,"-433,158.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SOUTHWARK LB,5000152854,"-1,746,280.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,ST HELENS MBC,5000152869,"-476,986.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,STAFFORDSHIRE MOORLANDS DC,5000152879,"-165,444.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,STOCKPORT MBC,5000152885,"-13,470.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,STOCKPORT MBC,5000152886,"-825,282.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,STOCKTON ON TEES BC,5000152889,"-688,163.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,STOKE ON TRENT CITY COUNCIL,5000152894,"-762,278.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SUNDERLAND DC,5000152909,"-792,361.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SUTTON LB,5000152921,"-490,248.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SWALE BC,5000152923,"-372,874.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,SWINDON BC,5000152928,"-1,022,461.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,TAMESIDE MBC,5000152929,"-536,467.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,TEIGNBRIDGE DC,5000152943,"-265,408.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,TELFORD & WREKIN DC,5000152944,"-626,501.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,TENDRING DC,5000152949,"-238,263.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,THANET DC,5000152961,"-290,862.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,THURROCK  BOROUGH COUNCIL,5000152965,"-946,837.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,TORBAY BC,5000152971,"-322,378.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,TORRIDGE DC,5000152975,"-89,594.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,TOWER HAMLETS LB,5000152977,"-2,607,020.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,TOWER HAMLETS LB,5000152980,"-157,579.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,TRAFFORD MBC,5000152981,"-40,482.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,TRAFFORD MBC,5000152984,"-1,367,480.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,WALSALL MBC,5000153000,"-636,104.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,WALTHAM FOREST LB,5000153004,"-492,855.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,WANDSWORTH LB,5000153007,"-866,890.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,WARRINGTON BC,5000153010,"-979,696.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,WAVENEY DISTRICT COUNCIL,5000153021,"1,032,113.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,WAVENEY DISTRICT COUNCIL,5000153022,"-975,347.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,WAVENEY DISTRICT COUNCIL,5000153024,"689,365.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,WEST DEVON BC,5000153043,"-92,526.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,WEST LANCASHIRE BC,5000153049,"-283,793.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,WEST LINDSEY DC,5000153051,"-148,604.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,WEST SOMERSET DC,5000153065,"-69,827.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,WEST SOMERSET DC,5000153066,"-19,232.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,WESTMINSTER CITY CNCL,5000153072,"-85,577.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,WESTMINSTER CITY CNCL,5000153073,"-293,680.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,WESTMINSTER CITY CNCL,5000153074,"-4,595,944.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,WESTMINSTER CITY CNCL,5000153075,"18,278,495.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,WESTMINSTER CITY CNCL,5000153077,"-248,145.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,WESTMINSTER CITY CNCL,5000153079,"-17,273,178.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,WEYMOUTH & PORTLAND BC,5000153080,"-142,839.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,WEYMOUTH & PORTLAND BC,5000153081,"-4,515.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,WIGAN MBC,5000153086,"-740,426.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,WILTSHIRE COUNCIL,5000153159,"-1,236,957.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,WIRRAL MBC,5000153098,"-634,681.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,WOLVERHAMPTON MBC,5000153106,"-692,887.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,WYRE BC,5000153128,"-210,886.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,YORK CITY CNCL,5000152111,"-811,899.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Billing Authorities Receipts,Treasury,YORK CITY CNCL,5000152112,"-22,091.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Outturn Adjustments,Localism,BRENTWOOD BC,5000153172,"178,456.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Outturn Adjustments,Localism,GRAVESHAM BC,5000153173,"123,644.00",Yes
Communities & Local Government,DCLG,22/02/2011,NNDR Outturn Adjustments,Localism,SWALE BC,5000153175,"212,749.00",Yes
Communities & Local Government,DCLG,22/02/2011,Research,Neighbourhoods,BUFFALO DESIGN LTD,5106157606,"3,480.00",
Communities & Local Government,DCLG,22/02/2011,Research,Neighbourhoods,GREATER LONDON AUTHORITY,5106157641,"7,406.08",
Communities & Local Government,DCLG,22/02/2011,Research,Neighbourhoods,GREATER LONDON AUTHORITY,5106157644,"4,436.69",
Communities & Local Government,DCLG,22/02/2011,Research,Neighbourhoods,GREATER LONDON AUTHORITY,5106157646,"9,386.37",
Communities & Local Government,DCLG,22/02/2011,Revenue Support grant payable,Localism,ADUR DC,5000151907,"106,676.00",Yes
Communities & Local Government,DCLG,22/02/2011,Revenue Support grant payable,Localism,ALLERDALE BOROUGH COUNCIL,5000151910,"259,666.00",Yes
Communities & Local Government,DCLG,22/02/2011,Revenue Support grant payable,Localism,AMBER VALLEY BC,5000151913,"225,468.00",Yes
Communities & Local Government,DCLG,22/02/2011,Revenue Support grant payable,Localism,ARUN DC,5000151917,"218,754.00",Yes
Communities & Local Government,DCLG,22/02/2011,Revenue Support grant payable,Localism,ASHFIELD DC,5000151919,"280,141.00",Yes
Communities & Local Government,DCLG,22/02/2011,Revenue Support grant payable,Localism,AVON & SOMERSET POLICE AUTHORITY,5000151925,"1,444,952.00",Yes
Communities & Local Government,DCLG,22/02/2011,Revenue Support grant payable,Localism,AVON FIRE AUTHORITY,5000151927,"567,820.00",Yes
Communities & Local Government,DCLG,22/02/2011,Revenue Support grant payable,Localism,BARKING & DAGENHAM LB,5000151934,"2,510,116.00",Yes
Communities & Local Government,DCLG,22/02/2011,Revenue Support grant payable,Localism,BARNET LBC,5000151938,"1,588,603.00",Yes
Communities & Local Government,DCLG,22/02/2011,Revenue Support grant payable,Localism,BARNSLEY MBC,5000151940,"2,508,124.00",Yes
Communities & Local Government,DCLG,22/02/2011,Revenue Support grant payable,Localism,BARROW BC,5000151943,"221,845.00",Yes
Communities & Local Government,DCLG,22/02/2011,Revenue Support grant payable,Localism,BASSETLAW DC,5000151954,"276,244.00",Yes
Communities & Local Government,DCLG,22/02/2011,Revenue Support grant payable,Localism,BATH & NORTH EAST SOMERSET DC,5000151957,"514,305.00",Yes
Communities & Local Government,DCLG,22/02/2011,Revenue Support grant payable,Localism,BEDFORD BOROUGH COUNCIL,5000153162,"788,162.00",Yes
Communities & Local Government,DCLG,22/02/2011,Revenue Support grant payable,Localism,BEDFORDSHIRE POLICE AUTH,5000151960,"694,753.00",Yes
Communities & Local Government,DCLG,22/02/2011,Revenue Support grant payable,Localism,BEDS & LUTON FIRE & RESCUE SERVICE,5000151959,"220,305.00",Yes
Communities & Local Government,DCLG,22/02/2011,Revenue Support grant payable,Localism,BEXLEY LB,5000151967,"1,269,130.00",Yes
Communities & Local Government,DCLG,22/02/2011,Revenue Support grant payable,Localism,BIRMINGHAM CITY CNCL,5000151970,"16,557,937.00",Yes
