Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number, Net Total 
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Other Staff Costs,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld.",10275808,202.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Other Staff Costs,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld.",10275809,167.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Other Staff Costs,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld.",10275810,154.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Other Staff Costs,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld.",10275811,194.61
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Other Staff Costs,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld.",10275812,172.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Other Staff Costs,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld.",10275813,270.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Other Staff Costs,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld.",10275814,186.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Other Staff Costs,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld.",10275815,155
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Other Staff Costs,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld.",10275816,67.27
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Other Staff Costs,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld.",10275817,171.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Other Staff Costs,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld.",10275818,187.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Other Staff Costs,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld.",10275819,229.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Other Staff Costs,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld.",10275820,188.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Other Staff Costs,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld.",10275821,240.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Other Staff Costs,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld.",10275822,35.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Other Staff Costs,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld.",10275823,50.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Other IT Costs,Business & Skills Group - Information Economy,DAISY COMMUNICATIONS LTD,1020021,48.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Other IT Costs,Business & Skills Group - Information Economy,DAISY COMMUNICATIONS LTD,1020024,48.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Mileage Allowances,Business & Skills Group - Information Economy,"Personal Expense, Name Witheld.",10275871,28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Subsistence Payments Overseas,Business & Skills Group - Information Economy,"Personal Expense, Name Witheld.",10275871,52.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Other Overseas Travel & Subsistence,Business & Skills Group - Information Economy,"Personal Expense, Name Witheld.",10275871,45.81
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Professional Subscriptions,Finance & Commercial Group - Finance Group,"Personal Expense, Name Witheld.",10275870,516.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Professional Subscriptions,Finance & Commercial Group - Finance Group,"Personal Expense, Name Witheld.",10275869,94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Professional Subscriptions,Finance & Commercial Group - Information and Workplace Strategies,"Personal Expense, Name Witheld.",10275867,189
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Secondees (not paid directly),Knowledge and Innovation Group - Government Office For Science,DSTL,1020076,8595.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Static Line Rental,Knowledge and Innovation Group - Higher Education Admin,BT UK BUSINESS ACCOUNTS,1020105,79.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,External Training,Knowledge and Innovation Group - Higher Education Admin,NATIONAL SCHOOL OF GOVERNMENT (CMPS),1019923,1575
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,External Training,Knowledge and Innovation Group - Higher Education Admin,PROFESSIONAL LANGUAGE SOLUTIONS LTD,1020066,48
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,ICT Training,Knowledge and Innovation Group - Higher Education Admin,SOFTWARE TRAINING LONDON  LTD T/A BEST STL,1020071,666.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Staff Transfer/Detached Duty Costs,Knowledge and Innovation Group - Innovation,"Personal Expense, Name Witheld.",10275850,146
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Rail Fares,Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld.",10275853,19.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Hotels Overseas,Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld.",10275853,270.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Subsistence Payments Overseas,Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld.",10275853,10.84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Other Overseas Travel & Subsistence,Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld.",10275853,28.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Other Staff Costs,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ARVAL (UK) LTD,1019557,47.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1020082,414.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1020086,331.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1020090,405.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1020093,160.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Publications,"Legal, People & Communications Group - Legal",BLACKWELL UK LTD,1019728,39.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Hire of Reprographic Equipment,"Legal, People & Communications Group - Legal",RICOH UK LTD,1020108,528.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Legal Costs,Market and Frameworks Group - ECO,JONATHAN SWIFT,1019464,1100
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Rail Fares Overseas,Market and Frameworks Group - Employment Relations,"Personal Expense, Name Witheld.",10275854,3.02
